(10032,1) 1
(118382,1) 1
(85852,1) 1
(967145,1) 1
(387989,1) 1
(850501,1) 1
(781001,1) 1
(46476,1) 1
(991610,1) 1
(791557,1) 1
(260167,1) 1
(187891,1) 1
(507534,1) 1
(498851,1) 1
(190089,1) 1
(769233,1) 1
(922007,1) 1
(512663,1) 1
(75006,1) 1
(90819,1) 1
(89141,1) 1
(543914,1) 967
(433727,1) 1
(791193,1) 1
(202646,1) 1
(670537,1) 1
(310136,1) 1
(562536,1) 1
(9297,1) 1
(518543,1) 1
(984071,1) 1
(497607,1) 1
(909811,1) 1
(251555,1) 1
(878455,1) 1
(824131,1) 1
(242710,1) 1
(629449,1) 1
(142158,1) 1
(728815,1) 1
(135731,1) 1
(321982,1) 1
(769118,1) 1
(67018,1) 1
(287243,1) 1
(859294,1) 1
(341185,1) 1
(112467,1) 1
(2839,1) 1
(50524,1) 1
(610781,1) 1
(910615,1) 1
(278394,1) 1
(804950,1) 1
(716268,1) 1
(966086,1) 1
(869748,1) 1
(568589,1) 1
(178777,1) 1
(627869,1) 1
(540552,1) 1
(607817,1) 1
(191551,1) 1
(519374,1) 1
(999915,1) 1
(919869,1) 1
(116723,1) 1
(373768,1) 1
(150982,1) 1
(760702,1) 1
(226048,1) 1
(935845,1) 1
(86411,1) 1
(991465,1) 1
(147662,1) 1
(974863,1) 1
(819625,1) 1
(203108,1) 1
(242000,1) 1
(374189,1) 1
(759404,1) 1
(178039,1) 1
(620401,1) 1
(971459,1) 1
(413675,1) 1
(207023,1) 1
(609620,1) 1
(548396,1) 1
(617793,1) 1
(150730,1) 1
(409099,1) 1
(702168,1) 1
(264979,1) 1
(621531,1) 1
(737011,1) 1
(340993,1) 1
(501200,1) 1
(696248,1) 1
(76952,1) 1
(790476,1) 1
(797533,1) 1
(352184,1) 1
(883910,1) 1
(198848,1) 1
(455465,1) 1
(608651,1) 1
(228217,1) 1
(242665,1) 1
(711470,1) 1
(117625,1) 1
(222499,1) 1
(300006,1) 1
(803921,1) 1
(434821,1) 1
(259731,1) 1
(644473,1) 1
(201364,1) 1
(170046,1) 1
(424708,1) 1
(83373,1) 1
(470988,1) 1
(578869,1) 1
(171971,1) 1
(754619,1) 1
(705538,1) 1
(404153,1) 1
(276436,1) 1
(469793,1) 1
(810398,1) 1
(433724,1) 1
(252924,1) 1
(416160,1) 1
(325320,1) 1
(314654,1) 1
(914523,1) 1
(901676,1) 1
(539745,1) 1
(21644,1) 1
(560501,1) 1
(77891,1) 1
(896384,1) 1
(597938,1) 1
(66026,1) 1
(363942,1) 1
(36882,1) 1
(743965,1) 1
(338434,1) 1
(128179,1) 1
(664820,1) 1
(527120,1) 1
(998830,1) 1
(436762,1) 1
(35319,1) 1
(409971,1) 1
(358695,1) 1
(269096,1) 1
(808201,1) 1
(152957,1) 1
(540643,1) 1
(630763,1) 1
(59138,1) 1
(853872,1) 1
(643148,1) 1
(770128,1) 1
(371026,1) 1
(330205,1) 1
(634430,1) 1
(852728,1) 1
(873602,1) 1
(899909,1) 1
(341330,1) 1
(471209,1) 1
(285108,1) 1
(418032,1) 1
(395037,1) 1
(443645,1) 1
(531534,1) 1
(150819,1) 1
(78448,1) 1
(96428,1) 1
(619389,1) 1
(551998,1) 1
(83921,1) 1
(224672,1) 1
(248771,1) 1
(446952,1) 1
(696818,1) 1
(379123,1) 1
(424467,1) 1
(258499,1) 1
(392009,1) 1
(73684,1) 1
(325869,1) 1
(127934,1) 1
(722881,1) 1
(189130,1) 1
(946402,1) 1
(420047,1) 1
(346902,1) 1
(174981,1) 1
(174344,1) 1
(57536,1) 1
(395740,1) 1
(997073,1) 1
(676469,1) 1
(226114,1) 1
(422131,1) 1
(45387,1) 1
(175052,1) 1
(636434,1) 1
(525665,1) 1
(420745,1) 1
(291677,1) 1
(101884,1) 1
(73138,1) 1
(576247,1) 1
(509844,1) 1
(794383,1) 1
(806014,1) 1
(608356,1) 1
(5236,1) 1
(847914,1) 1
(789885,1) 1
(381254,1) 1
(178340,1) 1
(361151,1) 1
(803184,1) 1
(361386,1) 1
(127993,1) 1
(452169,1) 1
(56914,1) 1
(991347,1) 1
(885073,1) 1
(499424,1) 1
(639724,1) 1
(373267,1) 1
(537230,1) 1
(725259,1) 1
(206556,1) 1
(172096,1) 1
(612272,1) 1
(62539,1) 1
(342042,1) 1
(545837,1) 1
(706510,1) 1
(68429,1) 1
(59946,1) 1
(168903,1) 1
(475141,1) 1
(18253,1) 1
(352412,1) 1
(164240,1) 1
(718801,1) 1
(614679,1) 1
(418326,1) 1
(553158,1) 1
(286889,1) 1
(857537,1) 1
(870501,1) 1
(189839,1) 1
(26919,1) 1
(242004,1) 1
(369359,1) 1
(832416,1) 1
(818055,1) 1
(84405,1) 1
(386461,1) 1
(267462,1) 1
(494660,1) 1
(918149,1) 1
(814777,1) 1
(294083,1) 1
(509225,1) 1
(799734,1) 1
(186048,1) 1
(747117,1) 1
(618645,1) 1
(588089,1) 1
(37752,1) 1
(511017,1) 1
(190329,1) 1
(206090,1) 1
(287749,1) 1
(288794,1) 1
(601044,1) 1
(444741,1) 1
(470153,1) 1
(175612,1) 1
(975303,1) 1
(973502,1) 1
(243606,1) 1
(913617,1) 1
(712903,1) 1
(693114,1) 1
(620521,1) 1
(439209,1) 1
(8155,1) 1
(739473,1) 1
(488500,1) 1
(566672,1) 1
(226157,1) 1
(785784,1) 1
(874613,1) 1
(948243,1) 1
(358162,1) 1
(15626,1) 1
(918068,1) 1
(952957,1) 1
(543366,1) 1
(923213,1) 1
(660396,1) 1
(967978,1) 1
(6146,1) 1
(415746,1) 1
(901313,1) 1
(829306,1) 1
(502154,1) 1
(353905,1) 1
(627542,1) 1
(175352,1) 1
(408522,1) 1
(524995,1) 1
(439049,1) 1
(577789,1) 1
(79160,1) 1
(951367,1) 1
(573747,1) 1
(271337,1) 1
(180567,1) 1
(104917,1) 1
(77781,1) 1
(712767,1) 1
(640205,1) 1
(289761,1) 1
(59830,1) 1
(720593,1) 1
(562619,1) 1
(87765,1) 1
(745085,1) 1
(345448,1) 1
(330014,1) 1
(47652,1) 1
(15339,1) 1
(129407,1) 1
(989912,1) 1
(184504,1) 1
(282017,1) 1
(952440,1) 1
(718105,1) 1
(78532,1) 1
(789859,1) 1
(11045,1) 1
(437955,1) 1
(240881,1) 1
(663640,1) 1
(985024,1) 1
(426234,1) 1
(525199,1) 1
(39997,1) 1
(691309,1) 1
(404162,1) 1
(602420,1) 1
(299645,1) 1
(907386,1) 1
(17489,1) 1
(81885,1) 1
(940491,1) 1
(845559,1) 1
(615113,1) 1
(233539,1) 1
(332278,1) 1
(974913,1) 1
(281679,1) 1
(309545,1) 1
(208124,1) 1
(670176,1) 1
(629711,1) 1
(395444,1) 1
(732449,1) 1
(795848,1) 1
(190943,1) 1
(612750,1) 1
(32675,1) 1
(495871,1) 1
(786455,1) 1
(172684,1) 1
(312749,1) 1
(928354,1) 1
(540798,1) 1
(36899,1) 1
(19702,1) 1
(858660,1) 1
(12232,1) 1
(878381,1) 1
(656507,1) 1
(353205,1) 1
(966491,1) 1
(894939,1) 1
(122776,1) 1
(682454,1) 1
(736289,1) 1
(750319,1) 1
(267904,1) 1
(81223,1) 1
(224353,1) 1
(413711,1) 1
(583122,1) 1
(484874,1) 1
(456719,1) 1
(512676,1) 1
(248123,1) 1
(342351,1) 1
(616882,1) 1
(611434,1) 1
(763760,1) 1
(975762,1) 1
(390070,1) 1
(879291,1) 1
(938025,1) 1
(227978,1) 1
(869282,1) 1
(335024,1) 1
(337721,1) 1
(777701,1) 1
(378187,1) 1
(897315,1) 1
(39580,1) 1
(721400,1) 1
(600971,1) 1
(721876,1) 1
(435027,1) 1
(279829,1) 1
(899090,1) 1
(941958,1) 1
(58626,1) 1
(205509,1) 1
(851711,1) 1
(440036,1) 1
(675487,1) 1
(722674,1) 1
(646983,1) 1
(948046,1) 1
(58448,1) 1
(708656,1) 1
(152353,1) 1
(216746,1) 1
(957845,1) 1
(124955,1) 1
(290919,1) 1
(63531,1) 1
(843264,1) 1
(184079,1) 1
(130791,1) 1
(702914,1) 1
(313795,1) 1
(287909,1) 1
(916645,1) 1
(546279,1) 1
(34922,1) 1
(127756,1) 1
(357813,1) 1
(291289,1) 1
(598016,1) 1
(931400,1) 1
(779275,1) 1
(723175,1) 1
(811596,1) 1
(749644,1) 1
(346371,1) 1
(456210,1) 1
(66982,1) 1
(135605,1) 1
(727148,1) 1
(687309,1) 1
(327290,1) 1
(270071,1) 1
(830831,1) 1
(886526,1) 1
(741486,1) 1
(503897,1) 1
(740034,1) 1
(395069,1) 1
(60556,1) 1
(503816,1) 1
(844870,1) 1
(312470,1) 1
(360500,1) 1
(214412,1) 1
(29120,1) 1
(988592,1) 1
(292953,1) 1
(862834,1) 1
(702596,1) 1
(145795,1) 1
(529727,1) 1
(968365,1) 1
(188021,1) 1
(133358,1) 1
(203554,1) 1
(894001,1) 1
(953683,1) 1
(958929,1) 1
(852917,1) 1
(669044,1) 1
(587904,1) 1
(710492,1) 1
(426040,1) 1
(984549,1) 1
(917878,1) 1
(446498,1) 1
(681591,1) 1
(940840,1) 1
(678753,1) 1
(45090,1) 1
(712198,1) 1
(626637,1) 1
(238683,1) 1
(675628,1) 1
(382131,1) 1
(29934,1) 1
(245451,1) 1
(806784,1) 1
(71146,1) 1
(916994,1) 1
(744450,1) 1
(44454,1) 1
(686681,1) 1
(380143,1) 1
(229640,1) 1
(919783,1) 1
(829200,1) 1
(890080,1) 1
(332830,1) 1
(855008,1) 1
(204190,1) 1
(501934,1) 1
(14415,1) 1
(296032,1) 1
(54220,1) 1
(678043,1) 1
(960661,1) 1
(489373,1) 1
(576775,1) 1
(979980,1) 1
(86758,1) 1
(211492,1) 1
(871308,1) 1
(845171,1) 1
(234781,1) 1
(325516,1) 1
(660756,1) 1
(541625,1) 1
(905785,1) 1
(597318,1) 1
(940257,1) 1
(992241,1) 1
(727116,1) 1
(893540,1) 1
(217800,1) 1
(859900,1) 1
(812764,1) 1
(27651,1) 1
(999617,1) 1
(678825,1) 1
(176191,1) 1
(244033,1) 1
(632522,1) 1
(448953,1) 1
(408265,1) 1
(352941,1) 1
(213873,1) 1
(970638,1) 1
(649105,1) 1
(640671,1) 1
(329856,1) 1
(438210,1) 1
(144854,1) 1
(347670,1) 1
(305637,1) 1
(156861,1) 1
(539643,1) 1
(448975,1) 1
(81171,1) 1
(410533,1) 1
(207071,1) 1
(410258,1) 1
(274253,1) 1
(995815,1) 1
(333196,1) 1
(329363,1) 1
(499543,1) 1
(928874,1) 1
(809171,1) 1
(942850,1) 1
(453284,1) 1
(892191,1) 1
(288099,1) 1
(808542,1) 1
(852936,1) 1
(475299,1) 1
(954181,1) 1
(332432,1) 1
(659195,1) 1
(778415,1) 1
(152669,1) 1
(711583,1) 1
(612309,1) 1
(512525,1) 1
(81615,1) 1
(913074,1) 1
(40476,1) 1
(355988,1) 1
(388398,1) 1
(325128,1) 1
(202793,1) 1
(70992,1) 1
(581913,1) 1
(194452,1) 1
(673242,1) 1
(540301,1) 1
(589845,1) 1
(790658,1) 1
(296889,1) 1
(337293,1) 1
(793366,1) 1
(464826,1) 1
(251680,1) 1
(852686,1) 1
(376978,1) 1
(253825,1) 1
(178267,1) 1
(307301,1) 1
(359033,1) 1
(389440,1) 1
(114644,1) 1
(149235,1) 1
(413983,1) 1
(430264,1) 1
(299376,1) 1
(270614,1) 1
(883678,1) 1
(187332,1) 1
(452544,1) 1
(595607,1) 1
(527313,1) 1
(507082,1) 1
(331425,1) 1
(383029,1) 1
(909517,1) 1
(885666,1) 1
(687981,1) 1
(239448,1) 1
(192498,1) 1
(953509,1) 1
(47047,1) 1
(755119,1) 1
(49035,1) 1
(370171,1) 1
(58464,1) 1
(162140,1) 1
(640738,1) 1
(682944,1) 1
(138248,1) 1
(79977,1) 1
(252260,1) 1
(816531,1) 1
(107524,1) 1
(356591,1) 1
(394286,1) 1
(431087,1) 1
(769576,1) 1
(613398,1) 1
(466224,1) 1
(951800,1) 1
(938907,1) 1
(738304,1) 1
(661088,1) 1
(756255,1) 1
(698410,1) 1
(522897,1) 1
(402016,1) 1
(35298,1) 1
(276346,1) 1
(975361,1) 1
(857011,1) 1
(378519,1) 1
(407933,1) 1
(559703,1) 1
(275742,1) 1
(501474,1) 1
(387346,1) 1
(495612,1) 1
(824264,1) 1
(108085,1) 1
(143584,1) 1
(843539,1) 1
(22430,1) 1
(880882,1) 1
(272521,1) 1
(946214,1) 1
(178736,1) 1
(16863,1) 1
(456004,1) 1
(5018,1) 1
(951972,1) 1
(911165,1) 1
(773997,1) 1
(827065,1) 1
(947890,1) 1
(176176,1) 1
(130811,1) 1
(159763,1) 1
(827753,1) 1
(112358,1) 1
(672237,1) 1
(671888,1) 1
(416583,1) 1
(86126,1) 1
(35205,1) 1
(109399,1) 1
(175333,1) 1
(761222,1) 1
(740504,1) 1
(381557,1) 1
(683413,1) 1
(496238,1) 1
(388413,1) 1
(501796,1) 1
(451274,1) 1
(388300,1) 1
(491835,1) 1
(838401,1) 1
(303841,1) 1
(554263,1) 1
(198233,1) 1
(56874,1) 1
(687897,1) 1
(174239,1) 1
(33682,1) 1
(280230,1) 1
(931871,1) 1
(342178,1) 1
(125259,1) 1
(598522,1) 1
(179550,1) 1
(26892,1) 1
(530665,1) 1
(989134,1) 1
(647825,1) 1
(350040,1) 1
(740435,1) 1
(563795,1) 1
(261910,1) 1
(901562,1) 1
(396308,1) 1
(130541,1) 1
(16966,1) 1
(322919,1) 1
(43833,1) 1
(687571,1) 1
(156522,1) 1
(95007,1) 1
(104104,1) 1
(125028,1) 1
(111346,1) 1
(631236,1) 1
(236596,1) 1
(90813,1) 1
(259149,1) 1
(861488,1) 1
(46376,1) 1
